ID;MesSiniestro;Marca;Zona;Sexo;EstadoCivil;Edad;Categoria;CostoVehiculo;TipoConductor;Modelo;Testigo;Anio;Pago;Cerrado
14253;Feb;Toyota;Urbana;Hombre;Soltero;35;Sedan;Bajo;1;5mas;No;2024;68.04;1
14254;Mar;Pontiac;Urbana;Hombre;Casado;34;Sedan;Medio;3;5mas;No;2024;110.76;0
14255;Mar;Chevrolet;Urbana;Hombre;Casado;30;Deportivo;Medio;1;5mas;No;2024;54.87;1
14256;Abr;Pontiac;Urbana;Hombre;Casado;41;Sedan;Medio;2;5mas;No;2024;143.56;1
14257;May;Chevrolet;Urbana;Hombre;Casado;44;Deportivo;Bajo;4;5mas;No;2024;334.38;1
14258;Jun;Pontiac;Urbana;Hombre;Casado;34;Sedan;Bajo;1;5mas;No;2024;507.74;0
14259;Jul;Mazda;Urbana;Mujer;Casado;29;Sedan;Bajo;3;5mas;No;2024;421.71;0
14260;Jul;Saturn;Rural;Hombre;Casado;45;Sedan;Medio;1;5mas;No;2024;89.96;0
14261;Jul;Toyota;Urbana;Mujer;Soltero;22;Sedan;Bajo;2;3y;No;2024;234.43;0
14262;Ago;Toyota;Rural;Hombre;Soltero;22;Sedan;Bajo;1;5mas;No;2024;5.15;1
14263;Sep;Accura;Rural;Mujer;Casado;39;Sedan;Medio;4;5mas;No;2024;125.50;0
14264;Nov;Pontiac;Urbana;Hombre;Casado;41;Sedan;Bajo;3;5mas;No;2024;181.94;1
14265;Nov;Toyota;Urbana;Mujer;Soltero;34;Deportivo;Bajo;3;5mas;No;2024;7.90;1
14266;Nov;Pontiac;Urbana;Hombre;Casado;55;Sedan;Medio;3;5mas;No;2024;31.96;1
14267;Nov;Honda;Urbana;Hombre;Soltero;28;Deportivo;Bajo;2;5mas;No;2024;103.27;0
14268;Oct;Pontiac;Rural;Hombre;Casado;57;Sedan;Medio;1;5mas;No;2024;156.50;1
14269;Sep;Toyota;Urbana;Hombre;Casado;65;Sedan;Bajo;1;5mas;No;2024;313.83;1
14270;Jul;Accura;Urbana;Hombre;Casado;51;Carga;Medio;4;5mas;No;2024;61.79;0
14271;Jul;Toyota;Urbana;Hombre;Soltero;33;Sedan;Bajo;1;5mas;No;2024;186.01;1
14272;May;Pontiac;Urbana;Hombre;Casado;32;Sedan;Bajo;1;5mas;No;2024;92.66;1
14273;May;Toyota;Urbana;Hombre;Casado;35;Sedan;Bajo;3;5mas;No;2024;153.02;1
14274;Ago;Mercury;Urbana;Hombre;Soltero;31;Sedan;Bajo;2;5mas;No;2024;8.51;0
14275;Abr;Toyota;Urbana;Hombre;Casado;62;Sedan;Medio;1;5mas;No;2024;73.94;1
14276;Mar;Pontiac;Urbana;Hombre;Casado;71;Deportivo;Bajo;2;5mas;No;2024;24.56;0
14277;Mar;Toyota;Urbana;Mujer;Soltero;29;Sedan;Bajo;1;5mas;No;2024;124.08;1
14278;Mar;Honda;Urbana;Hombre;Soltero;41;Deportivo;Alto;4;5mas;No;2024;132.93;0
14279;Feb;Pontiac;Urbana;Mujer;Casado;50;Deportivo;Bajo;3;5mas;No;2024;8.84;1
14280;Ene;Honda;Urbana;Hombre;Casado;53;Sedan;Bajo;2;4y;No;2024;58.57;0
14281;Nov;Honda;Urbana;Hombre;Casado;55;Deportivo;Bajo;4;5mas;No;2024;458.65;1
14282;Nov;Pontiac;Urbana;Mujer;Casado;27;Sedan;Bajo;2;5mas;No;2024;5.48;0
14283;Nov;Mazda;Rural;Hombre;Soltero;31;Deportivo;Medio;2;5mas;No;2024;182.14;1
14284;Sep;VW;Urbana;Hombre;Casado;74;Sedan;Bajo;1;5mas;No;2024;89.41;1
14285;Ago;Pontiac;Urbana;Hombre;Soltero;27;Deportivo;Medio;2;5mas;No;2024;99.98;1
14286;Ago;Pontiac;Urbana;Mujer;Soltero;26;Deportivo;Bajo;4;5mas;No;2024;176.98;1
14287;Jul;Pontiac;Urbana;Mujer;Soltero;36;Deportivo;Bajo;3;5mas;No;2024;0.15;1
14288;Jul;Toyota;Urbana;Hombre;Casado;29;Sedan;Bajo;1;5mas;No;2024;24.72;1
14289;Ago;Chevrolet;Urbana;Hombre;Casado;59;Sedan;Bajo;4;5mas;No;2024;95.84;1
14290;May;Chevrolet;Urbana;Hombre;Soltero;58;Sedan;Bajo;1;5mas;No;2024;171.01;0
14291;May;Toyota;Urbana;Hombre;Soltero;28;Deportivo;Bajo;4;5mas;No;2024;83.13;1
14292;May;Toyota;Rural;Hombre;Casado;58;Sedan;Bajo;1;5mas;No;2024;99.35;1
14293;May;VW;Urbana;Mujer;Casado;48;Deportivo;Medio;4;5mas;No;2024;45.67;1
14294;May;Mazda;Rural;Hombre;Casado;28;Carga;Alto;4;5mas;No;2024;285.07;1
14295;Abr;Pontiac;Urbana;Hombre;Soltero;38;Sedan;Bajo;1;5mas;No;2024;13.91;1
14296;Mar;Chevrolet;Urbana;Hombre;Casado;44;Sedan;Medio;1;5mas;No;2024;75.05;1
14297;Mar;Chevrolet;Urbana;Hombre;Casado;56;Sedan;Bajo;3;5mas;No;2024;182.89;0
14298;Mar;Pontiac;Urbana;Hombre;Casado;30;Deportivo;Bajo;1;5mas;No;2024;78.37;0
14299;Mar;Pontiac;Urbana;Mujer;Casado;38;Deportivo;Bajo;1;5mas;No;2024;24.49;0
14300;Mar;Ford;Rural;Mujer;Casado;38;Sedan;Medio;1;5mas;No;2024;106.07;1
14301;Feb;Chevrolet;Urbana;Hombre;Casado;44;Sedan;Alto;4;5mas;No;2024;48.36;1
14302;Ene;Toyota;Urbana;Mujer;Casado;46;Sedan;Bajo;3;5mas;No;2024;144.02;1
14303;Ago;Mazda;Urbana;Mujer;Casado;36;Sedan;Bajo;1;5mas;No;2024;8.82;1
14304;Ago;Honda;Urbana;Hombre;Soltero;26;Sedan;Bajo;2;5mas;No;2024;16.55;1
14305;Dic;Saab;Urbana;Hombre;Casado;38;Deportivo;Medio;2;5mas;No;2024;73.25;1
14306;Nov;Honda;Urbana;Hombre;Casado;62;Deportivo;Medio;1;5mas;No;2024;289.47;1
14307;Nov;Pontiac;Urbana;Hombre;Soltero;26;Sedan;Bajo;1;5mas;No;2024;120.01;1
14308;Nov;Toyota;Urbana;Hombre;Casado;41;Sedan;Alto;2;5mas;No;2024;379.07;1
14309;Ago;Dodge;Urbana;Hombre;Casado;47;Sedan;Medio;4;5mas;No;2024;237.30;1
14310;Nov;Pontiac;Urbana;Hombre;Casado;62;Sedan;Bajo;1;5mas;No;2024;82.91;0
14311;Oct;Pontiac;Urbana;Mujer;Casado;27;Sedan;Bajo;4;5mas;No;2024;57.21;1
14312;Dic;Accura;Urbana;Hombre;Casado;48;Sedan;Bajo;1;5mas;No;2024;62.87;0
14313;Ene;Toyota;Urbana;Mujer;Casado;27;Deportivo;Bajo;3;5mas;No;2024;286.11;1
14314;Ene;Toyota;Urbana;Hombre;Casado;36;Sedan;Bajo;2;5mas;No;2024;108.35;1
14315;Jul;Honda;Urbana;Hombre;Casado;44;Sedan;Bajo;1;5mas;No;2024;256.32;1
14316;Jul;Chevrolet;Urbana;Hombre;Casado;37;Deportivo;Bajo;3;5mas;No;2024;0.72;1
14317;Ago;Honda;Urbana;Hombre;Casado;43;Sedan;Medio;4;5mas;No;2024;101.62;1
14318;Ago;Chevrolet;Rural;Hombre;Soltero;48;Sedan;Alto;2;5mas;No;2024;79.76;1
14319;Ago;Honda;Urbana;Hombre;Soltero;19;Sedan;Bajo;2;2y;No;2024;128.89;0
14320;Sep;Pontiac;Urbana;Hombre;Casado;65;Sedan;Bajo;1;5mas;No;2024;90.69;1
14321;Sep;Pontiac;Urbana;Hombre;Casado;47;Sedan;Bajo;3;5mas;No;2024;62.23;1
14322;Sep;Toyota;Urbana;Hombre;Soltero;33;Sedan;Medio;2;5mas;No;2024;171.95;0
14323;Dic;Pontiac;Urbana;Hombre;Casado;50;Sedan;Bajo;3;5mas;No;2024;99.15;1
14324;Nov;Pontiac;Urbana;Hombre;Casado;30;Sedan;Bajo;2;5mas;No;2024;181.94;1
14325;May;Pontiac;Urbana;Hombre;Casado;32;Deportivo;Bajo;2;5mas;No;2024;15.40;1
14326;May;Honda;Rural;Hombre;Soltero;26;Sedan;Bajo;2;5mas;No;2024;79.25;0
14327;May;Chevrolet;Urbana;Mujer;Casado;64;Deportivo;Medio;3;5mas;No;2024;57.11;1
14328;Jun;Chevrolet;Urbana;Hombre;Soltero;35;Sedan;Bajo;4;5mas;No;2024;139.05;1
14329;Jun;Ford;Urbana;Hombre;Casado;30;Deportivo;Medio;3;5mas;No;2024;126.24;0
14330;Ago;Mazda;Urbana;Hombre;Casado;36;Sedan;Bajo;2;5mas;No;2024;76.40;1
14331;Ago;Honda;Urbana;Hombre;Soltero;20;Deportivo;Alto;1;4y;No;2024;119.25;1
14332;Sep;Toyota;Urbana;Mujer;Soltero;33;Deportivo;Bajo;3;5mas;No;2024;103.89;1
14333;Ago;Toyota;Rural;Hombre;Casado;78;Sedan;Bajo;3;5mas;No;2024;189.60;1
14334;Ago;Honda;Rural;Hombre;Soltero;32;Sedan;Alto;2;0y;No;2024;145.39;0
14335;Nov;Mazda;Urbana;Hombre;Casado;74;Sedan;Bajo;2;5mas;No;2024;110.88;0
14336;Ago;Accura;Urbana;Hombre;Soltero;41;Carga;Alto;4;5mas;No;2024;123.23;1
14337;Nov;Honda;Urbana;Hombre;Casado;50;Sedan;Bajo;4;5mas;No;2024;175.18;1
14338;Sep;Mazda;Urbana;Hombre;Casado;42;Sedan;Medio;4;5mas;No;2024;28.07;1
14339;Ago;Pontiac;Urbana;Hombre;Casado;49;Sedan;Bajo;3;5mas;No;2024;203.86;0
14340;Nov;Mazda;Urbana;Hombre;Casado;48;Deportivo;Bajo;1;5mas;No;2024;163.84;0
14341;Nov;Chevrolet;Rural;Mujer;Casado;45;Sedan;Bajo;2;5mas;No;2024;19.86;0
14342;Ago;Toyota;Urbana;Hombre;Casado;31;Sedan;Bajo;2;5mas;No;2024;88.02;0
14343;Feb;Toyota;Urbana;Hombre;Casado;36;Deportivo;Bajo;1;5mas;No;2024;285.19;1
14344;Feb;VW;Urbana;Hombre;Casado;26;Sedan;Medio;4;5mas;No;2024;246.05;1
14345;Abr;Toyota;Rural;Hombre;Soltero;19;Sedan;Bajo;1;3y;No;2024;35.98;1
14346;Abr;Ford;Urbana;Hombre;Soltero;38;Carga;Alto;4;5mas;No;2024;275.43;0
14347;Abr;Pontiac;Urbana;Hombre;Soltero;36;Sedan;Bajo;1;5mas;No;2024;390.82;1
14348;Abr;Toyota;Urbana;Hombre;Casado;50;Sedan;Bajo;4;5mas;No;2024;308.98;0
14349;Jun;Pontiac;Urbana;Hombre;Soltero;24;Sedan;Medio;1;5mas;No;2024;177.98;1
14350;Jun;Mazda;Urbana;Mujer;Casado;79;Deportivo;Bajo;3;5mas;No;2024;242.84;0
14351;Ago;Pontiac;Urbana;Hombre;Soltero;30;Sedan;Bajo;2;5mas;No;2024;140.96;1
14352;Jul;Mazda;Urbana;Hombre;Casado;47;Sedan;Medio;3;5mas;No;2024;192.28;1
14353;Jun;Pontiac;Urbana;Hombre;Casado;46;Sedan;Alto;1;5mas;No;2024;148.41;1
14354;Sep;Honda;Urbana;Hombre;Casado;35;Deportivo;Medio;2;5mas;No;2024;867.22;1
14355;Sep;Honda;Urbana;Hombre;Casado;51;Deportivo;Bajo;3;5mas;No;2024;9.02;1
14356;Oct;Pontiac;Urbana;Hombre;Soltero;27;Deportivo;Medio;3;5mas;No;2024;204.48;1
14357;Sep;Nisson;Rural;Hombre;Casado;28;Deportivo;Alto;3;4y;No;2024;50.05;1
14358;Oct;Mazda;Urbana;Hombre;Soltero;34;Sedan;Bajo;2;5mas;No;2024;357.23;1
14359;Dic;Toyota;Urbana;Mujer;Casado;28;Sedan;Bajo;4;5mas;No;2024;84.36;1
14360;Dic;Toyota;Urbana;Hombre;Soltero;34;Sedan;Bajo;4;5mas;No;2024;64.02;0
14361;Feb;Honda;Urbana;Hombre;Casado;37;Deportivo;Bajo;4;5mas;No;2024;220.39;1
14362;Sep;Pontiac;Rural;Hombre;Casado;33;Deportivo;Medio;1;5mas;No;2024;225.45;1
14363;Abr;Pontiac;Urbana;Hombre;Casado;43;Deportivo;Bajo;3;5mas;No;2024;360.47;1
14364;Jun;Toyota;Urbana;Hombre;Soltero;49;Deportivo;Bajo;1;5mas;No;2024;198.45;0
14365;Ago;Ford;Urbana;Hombre;Casado;49;Carga;Alto;1;5mas;No;2024;67.94;0
14366;Ago;Toyota;Urbana;Hombre;Soltero;31;Sedan;Bajo;2;5mas;No;2024;124.81;0
14367;Sep;Toyota;Urbana;Mujer;Casado;28;Sedan;Bajo;2;5mas;No;2024;241.54;1
14368;Sep;Nisson;Urbana;Hombre;Casado;40;Sedan;Alto;2;5mas;No;2024;121.06;1
14369;Oct;Pontiac;Urbana;Hombre;Soltero;34;Sedan;Bajo;4;5mas;No;2024;64.88;1
14370;Oct;Toyota;Urbana;Hombre;Casado;37;Sedan;Bajo;2;5mas;No;2024;11.65;0
14371;Dic;Toyota;Rural;Hombre;Soltero;28;Sedan;Medio;1;5mas;No;2024;45.78;1
14372;Nov;Toyota;Urbana;Hombre;Soltero;69;Deportivo;Medio;1;5mas;No;2024;6.12;1
14373;Oct;Toyota;Urbana;Hombre;Casado;34;Sedan;Bajo;2;5mas;No;2024;14.37;1
14374;Ago;Toyota;Urbana;Mujer;Casado;27;Deportivo;Bajo;2;5mas;No;2024;42.85;1
14375;Jul;Toyota;Urbana;Hombre;Casado;29;Sedan;Bajo;3;5mas;No;2024;245.66;0
14376;Jul;Honda;Urbana;Hombre;Casado;36;Sedan;Alto;4;5mas;No;2024;38.54;1
14377;Jul;Chevrolet;Urbana;Hombre;Casado;53;Sedan;Medio;1;5mas;No;2024;74.73;1
14378;May;Pontiac;Urbana;Hombre;Soltero;35;Sedan;Bajo;3;5mas;No;2024;164.35;1
14379;May;Pontiac;Urbana;Hombre;Casado;41;Deportivo;Medio;1;5mas;No;2024;244.68;0
14380;May;Pontiac;Urbana;Hombre;Casado;63;Sedan;Medio;3;5mas;No;2024;47.60;1
14381;Abr;Mercury;Urbana;Hombre;Casado;26;Sedan;Bajo;2;5mas;No;2024;147.21;1
14382;Sep;Mazda;Urbana;Hombre;Casado;40;Sedan;Medio;2;5mas;No;2024;100.25;0
14383;Mar;Honda;Urbana;Mujer;Soltero;34;Sedan;Bajo;2;5mas;No;2024;81.41;1
14384;Feb;Toyota;Urbana;Hombre;Casado;32;Deportivo;Bajo;1;5mas;No;2024;140.68;1
14385;Oct;Pontiac;Urbana;Mujer;Casado;31;Sedan;Bajo;4;5mas;No;2024;280.37;1
14386;Sep;Accura;Urbana;Hombre;Casado;27;Sedan;Medio;2;5mas;No;2024;187.59;1
14387;Ago;Pontiac;Urbana;Mujer;Casado;40;Deportivo;Bajo;1;5mas;No;2024;204.08;1
14388;Sep;Toyota;Urbana;Mujer;Casado;48;Sedan;Bajo;4;5mas;No;2024;181.75;0
14389;May;Pontiac;Urbana;Mujer;Casado;28;Deportivo;Bajo;1;5mas;No;2024;256.28;1
14390;May;Honda;Urbana;Hombre;Casado;46;Sedan;Bajo;3;5mas;No;2024;119.85;0
14391;Sep;Mazda;Urbana;Hombre;Soltero;23;Sedan;Bajo;3;5mas;No;2024;188.46;1
14392;May;Pontiac;Urbana;Hombre;Soltero;26;Sedan;Medio;4;5mas;No;2024;115.65;1
14393;Sep;Pontiac;Urbana;Hombre;Soltero;28;Sedan;Bajo;3;5mas;No;2024;140.08;0
14394;Abr;Toyota;Urbana;Hombre;Casado;50;Deportivo;Medio;4;5mas;No;2024;129.25;1
14395;Abr;Honda;Urbana;Hombre;Soltero;45;Sedan;Bajo;3;5mas;No;2024;210.56;1
14396;Abr;Mazda;Urbana;Hombre;Casado;43;Sedan;Alto;4;5mas;No;2024;30.43;0
14397;Abr;Honda;Urbana;Mujer;Casado;54;Deportivo;Bajo;2;5mas;No;2024;15.85;0
14398;Abr;Mazda;Urbana;Hombre;Casado;28;Sedan;Bajo;3;5mas;No;2024;400.19;1
14399;Abr;Chevrolet;Urbana;Hombre;Casado;56;Carga;Alto;4;5mas;No;2024;107.63;1
14400;Mar;Honda;Urbana;Hombre;Soltero;0;Sedan;Alto;2;0y;No;2024;63.29;1
14401;Mar;Honda;Urbana;Mujer;Soltero;32;Sedan;Bajo;4;5mas;No;2024;152.17;1
14402;Sep;Chevrolet;Urbana;Mujer;Casado;31;Sedan;Bajo;4;5mas;No;2024;225.73;0
14403;Feb;Pontiac;Urbana;Hombre;Casado;40;Sedan;Bajo;4;5mas;No;2024;65.71;1
14404;Feb;Mercury;Urbana;Hombre;Soltero;43;Deportivo;Bajo;1;5mas;No;2024;65.11;1
14405;Ene;VW;Rural;Hombre;Casado;52;Sedan;Medio;1;5mas;No;2024;283.64;1
14406;Sep;Pontiac;Urbana;Hombre;Soltero;34;Sedan;Medio;3;5mas;No;2024;115.35;1
14407;Nov;Honda;Urbana;Hombre;Casado;36;Sedan;Bajo;4;5mas;No;2024;61.96;1
14408;Jul;Mazda;Urbana;Hombre;Casado;29;Sedan;Bajo;1;5mas;No;2024;146.16;1
14409;Jul;Honda;Urbana;Hombre;Casado;74;Sedan;Alto;1;5mas;No;2024;184.31;1
14410;Sep;Ford;Urbana;Hombre;Casado;60;Deportivo;Medio;4;5mas;No;2024;62.65;1
14411;Ene;Toyota;Urbana;Hombre;Casado;30;Deportivo;Medio;3;5mas;No;2024;200.09;1
14412;Oct;Honda;Urbana;Hombre;Soltero;29;Deportivo;Alto;2;3y;No;2024;33.34;1
14413;Sep;Mazda;Urbana;Hombre;Soltero;31;Deportivo;Alto;1;5mas;No;2024;105.34;0
14414;Jul;Toyota;Urbana;Hombre;Soltero;34;Sedan;Bajo;2;5mas;No;2024;62.44;1
14415;Jul;Pontiac;Urbana;Hombre;Casado;36;Deportivo;Bajo;4;5mas;No;2024;69.63;1
14416;Sep;Toyota;Urbana;Hombre;Soltero;28;Sedan;Bajo;2;5mas;No;2024;301.06;1
14417;Jun;Pontiac;Rural;Hombre;Casado;44;Deportivo;Bajo;3;5mas;No;2024;421.43;1
14418;Jun;Pontiac;Urbana;Hombre;Casado;45;Sedan;Medio;4;5mas;No;2024;140.14;1
14419;Jun;Pontiac;Urbana;Hombre;Casado;61;Sedan;Medio;1;5mas;No;2024;194.31;0
14420;Jun;Pontiac;Urbana;Hombre;Casado;45;Sedan;Alto;3;5mas;No;2024;197.08;1
14421;Sep;Honda;Urbana;Hombre;Casado;52;Deportivo;Alto;2;5mas;No;2024;130.34;1
14422;Ene;Ford;Urbana;Hombre;Casado;43;Carga;Alto;1;5mas;No;2024;95.17;1
14423;Ene;Mazda;Rural;Mujer;Casado;55;Sedan;Bajo;2;5mas;No;2024;2.84;1
14424;Nov;Toyota;Urbana;Hombre;Casado;46;Deportivo;Bajo;2;5mas;No;2024;16.46;1
14425;Oct;Chevrolet;Rural;Hombre;Casado;53;Sedan;Medio;1;5mas;No;2024;238.14;1
14426;Oct;Toyota;Urbana;Hombre;Soltero;31;Sedan;Bajo;1;5mas;No;2024;112.10;0
14427;Oct;Honda;Urbana;Mujer;Casado;44;Deportivo;Bajo;1;5mas;No;2024;269.37;1
14428;Oct;Pontiac;Urbana;Hombre;Casado;65;Carga;Medio;1;5mas;No;2024;31.41;1
14429;Jun;Accura;Urbana;Hombre;Casado;58;Sedan;Alto;1;5mas;No;2024;7.93;0
14430;May;Mazda;Urbana;Hombre;Casado;33;Deportivo;Bajo;4;5mas;No;2024;46.34;1
14431;May;Pontiac;Urbana;Mujer;Casado;41;Sedan;Bajo;2;5mas;No;2024;161.55;0
14432;May;Honda;Urbana;Hombre;Soltero;0;Sedan;Alto;1;0y;No;2024;212.89;1
14433;May;Chevrolet;Urbana;Hombre;Casado;27;Sedan;Alto;2;5mas;No;2024;444.87;1
14434;May;Saturn;Urbana;Hombre;Soltero;36;Sedan;Medio;4;5mas;No;2024;167.52;1
14435;Sep;Toyota;Urbana;Hombre;Casado;29;Sedan;Medio;4;5mas;No;2024;92.06;1
14436;Oct;Honda;Urbana;Hombre;Soltero;30;Sedan;Bajo;1;5mas;No;2024;87.78;1
14437;Ago;Mazda;Urbana;Hombre;Casado;51;Sedan;Bajo;3;5mas;No;2024;206.15;0
14438;Ago;Chevrolet;Rural;Hombre;Casado;40;Sedan;Medio;2;5mas;No;2024;155.96;1
14439;Feb;Pontiac;Urbana;Hombre;Casado;35;Deportivo;Bajo;1;5mas;No;2024;257.06;1
14440;Sep;Ford;Urbana;Hombre;Soltero;34;Sedan;Bajo;2;5mas;No;2024;105.60;0
14441;Abr;Pontiac;Urbana;Hombre;Soltero;21;Sedan;Bajo;4;5mas;No;2024;262.67;1
14442;Abr;Accura;Urbana;Hombre;Casado;47;Sedan;Alto;3;5mas;No;2024;253.58;0
14443;Abr;Honda;Urbana;Hombre;Casado;55;Sedan;Bajo;1;5mas;No;2024;104.71;1
14444;Jul;Honda;Urbana;Hombre;Casado;51;Deportivo;Bajo;2;5mas;No;2024;127.25;1
14445;Ago;Toyota;Urbana;Hombre;Soltero;34;Sedan;Bajo;2;5mas;No;2024;3.16;0
14446;Oct;Honda;Urbana;Hombre;Casado;29;Deportivo;Bajo;4;5mas;No;2024;105.39;1
14447;Nov;Pontiac;Urbana;Hombre;Soltero;26;Deportivo;Bajo;3;5mas;No;2024;57.87;0
14448;Nov;Chevrolet;Urbana;Mujer;Casado;42;Sedan;Alto;4;5mas;No;2024;102.95;1
14449;Dic;Pontiac;Urbana;Hombre;Casado;26;Sedan;Bajo;3;5mas;No;2024;76.84;1
14450;Mar;Pontiac;Urbana;Hombre;Casado;58;Deportivo;Bajo;3;5mas;No;2024;229.56;1
14451;Mar;Pontiac;Urbana;Hombre;Casado;29;Sedan;Bajo;2;5mas;No;2024;20.88;1
14452;Mar;Pontiac;Urbana;Hombre;Soltero;28;Sedan;Medio;1;5mas;No;2024;173.36;1
14453;Abr;Toyota;Urbana;Mujer;Otro;39;Deportivo;Bajo;2;5mas;No;2024;290.41;1
14454;Jul;Chevrolet;Urbana;Hombre;Casado;40;Deportivo;Medio;1;5mas;No;2024;230.69;1
14455;Nov;Pontiac;Rural;Hombre;Casado;35;Deportivo;Medio;1;5mas;No;2024;230.63;1
14456;Nov;Honda;Urbana;Hombre;Casado;57;Sedan;Bajo;3;5mas;No;2024;27.66;1
14457;Nov;Honda;Urbana;Hombre;Soltero;29;Sedan;Medio;4;5mas;No;2024;212.43;0
14458;Sep;Ford;Urbana;Hombre;Casado;38;Sedan;Bajo;4;5mas;No;2024;208.86;1
14459;Nov;Toyota;Urbana;Hombre;Soltero;41;Sedan;Bajo;2;5mas;No;2024;77.46;0
14460;Oct;Ford;Urbana;Hombre;Casado;62;Sedan;Medio;2;5mas;No;2024;129.09;0
14461;Sep;Ford;Urbana;Hombre;Casado;47;Sedan;Bajo;3;5mas;No;2024;194.09;1
14462;Sep;Mazda;Urbana;Hombre;Casado;54;Sedan;Bajo;4;5mas;No;2024;103.16;1
14463;Ago;Pontiac;Urbana;Hombre;Casado;44;Sedan;Medio;1;5mas;No;2024;274.98;1
14464;Jul;Toyota;Urbana;Hombre;Casado;62;Sedan;Bajo;2;5mas;No;2024;504.61;1
14465;Jul;Honda;Rural;Hombre;Soltero;24;Deportivo;Medio;2;5mas;No;2024;287.33;1
14466;Mar;Pontiac;Urbana;Hombre;Casado;30;Sedan;Bajo;2;5mas;No;2024;54.75;1
14467;Mar;Pontiac;Rural;Hombre;Casado;29;Sedan;Bajo;3;5mas;No;2024;107.77;1
14468;Dic;Honda;Urbana;Hombre;Casado;45;Deportivo;Alto;4;5mas;No;2024;52.49;1
14469;Dic;Pontiac;Urbana;Hombre;Casado;26;Sedan;Bajo;2;5mas;No;2024;123.91;1
14470;Nov;Chevrolet;Urbana;Hombre;Casado;34;Sedan;Medio;3;5mas;No;2024;109.88;1
14471;Nov;Toyota;Urbana;Mujer;Casado;32;Sedan;Bajo;1;5mas;No;2024;174.52;0
14472;Sep;Honda;Urbana;Hombre;Casado;53;Sedan;Bajo;2;5mas;No;2024;173.30;1
14473;Nov;Chevrolet;Urbana;Hombre;Soltero;26;Deportivo;Bajo;2;5mas;No;2024;26.94;1
14474;Oct;Toyota;Urbana;Mujer;Casado;27;Deportivo;Medio;4;5mas;No;2024;219.01;1
14475;Oct;Toyota;Urbana;Hombre;Casado;28;Sedan;Bajo;2;5mas;No;2024;388.53;1
14476;Ago;VW;Urbana;Mujer;Otro;52;Deportivo;Alto;4;5mas;No;2024;85.57;0
14477;Jul;Chevrolet;Urbana;Hombre;Casado;41;Sedan;Medio;4;5mas;No;2024;76.88;1
14478;Jun;Honda;Urbana;Hombre;Casado;37;Deportivo;Bajo;1;5mas;No;2024;22.21;1
14479;Jun;Honda;Urbana;Hombre;Soltero;0;Deportivo;Alto;2;0y;No;2024;89.63;1
14480;Abr;Chevrolet;Urbana;Hombre;Casado;59;Deportivo;Medio;2;5mas;No;2024;267.17;0
14481;Abr;Chevrolet;Urbana;Hombre;Soltero;30;Sedan;Bajo;1;5mas;No;2024;77.02;1
14482;Abr;Honda;Urbana;Hombre;Casado;27;Sedan;Alto;2;5mas;No;2024;112.77;1
14483;Abr;Honda;Rural;Hombre;Casado;30;Deportivo;Bajo;3;5mas;No;2024;113.06;1
14484;Abr;Toyota;Urbana;Hombre;Casado;51;Sedan;Bajo;3;5mas;No;2024;67.11;1
14485;Sep;Honda;Urbana;Mujer;Soltero;24;Deportivo;Alto;2;5mas;No;2024;425.45;1
14486;Feb;Toyota;Urbana;Hombre;Soltero;34;Deportivo;Bajo;4;5mas;No;2024;14.23;1
14487;Ago;Honda;Urbana;Hombre;Casado;26;Deportivo;Bajo;3;5mas;No;2024;69.00;0
14488;May;Pontiac;Rural;Hombre;Soltero;27;Sedan;Bajo;2;5mas;Si;2024;0.73;1
14489;May;Honda;Urbana;Hombre;Casado;49;Sedan;Alto;4;5mas;No;2024;96.44;0
14490;Ago;Toyota;Urbana;Hombre;Soltero;33;Sedan;Bajo;2;5mas;No;2024;87.53;1
14491;Sep;Honda;Urbana;Mujer;Soltero;27;Sedan;Bajo;1;5mas;No;2024;121.05;1
14492;Sep;VW;Urbana;Hombre;Casado;75;Deportivo;Medio;3;5mas;No;2024;278.81;0
14493;Sep;Chevrolet;Urbana;Hombre;Casado;55;Sedan;Bajo;1;5mas;No;2024;270.53;0
14494;Oct;Pontiac;Urbana;Hombre;Casado;65;Sedan;Bajo;2;5mas;No;2024;64.11;1
14495;Dic;Honda;Urbana;Hombre;Casado;56;Deportivo;Bajo;2;5mas;No;2024;267.61;0
14496;Nov;Ford;Rural;Hombre;Soltero;30;Deportivo;Medio;1;5mas;No;2024;139.70;1
14497;Sep;Chevrolet;Urbana;Hombre;Casado;55;Sedan;Medio;3;5mas;No;2024;1.42;1
14498;Abr;Chevrolet;Urbana;Hombre;Casado;46;Sedan;Medio;1;5mas;No;2024;122.51;1
14499;Ago;Mazda;Urbana;Mujer;Soltero;25;Sedan;Medio;3;5mas;No;2024;485.52;0
14500;Ago;Honda;Urbana;Hombre;Casado;32;Deportivo;Bajo;4;5mas;No;2024;96.43;1
14501;Nov;Mazda;Urbana;Hombre;Casado;29;Sedan;Bajo;4;5mas;No;2024;46.30;0
14502;Feb;Chevrolet;Rural;Hombre;Casado;61;Sedan;Medio;2;5mas;No;2024;88.41;1
14503;Ene;Honda;Urbana;Hombre;Casado;46;Sedan;Alto;1;0y;No;2024;210.30;1
14504;Feb;Pontiac;Urbana;Hombre;Casado;40;Deportivo;Bajo;2;5mas;No;2024;216.11;1
14505;Feb;Pontiac;Urbana;Hombre;Casado;52;Sedan;Bajo;3;5mas;No;2024;164.87;0
